ticker,name,exchange,sector
NOU.TO,Nouveau Monde Graphite Inc.,TSX,Mining
RBN-UN.TO,BLUE RIBBON INCOME FUND TRUST UNITS,TSX,Investment Fund
NAM.V,New Age Metals Inc.,TSX.V,Mining
MUX.TO,McEwen Inc,TSX,Gold Expl & Dev
FTN.TO,FINANCIAL 15 SPLIT CORP. CL 'A',TSX,Investment Company
SFD.TO,NXT ENERGY SOLUTIONS INC. J,TSX,Oil/Gas Expl & Dev
SGQ.V,SOUTHGOBI RESOURCES LTD. J,TSX.V,Mining
RK.V,Rockhaven Resources Ltd.,TSX.V,Mining
ZEN.V,Zentek Ltd,TSX.V,Technology
HBP.TO,HELIX BIOPHARMA CORP.,TSX,Biopharmaceutical
NHHH.V,Fuelpositive Corporation,TSX.V,Manufacturing
EDT.TO,SPECTRAL MEDICAL INC.,TSX,Medical Equipment
UCU.V,Ucore Rare Metals Inc.,TSX.V,Mining
SFR.V,Sanfire Resources America Inc.,TSX.V,Mining
GLB.V,Goldbank Mining Corporation,TSX.V,Mining
RIC.TO,Richards Group Inc.,TSX,Gold Expl & Dev
SWP.TO,Swiss Water Decaffeinated Coffee Inc.,TSX,Specialty Coffee
GPG.V,Grande Portage Resources Ltd.,TSX.V,Mining
ORS.V,Orestone Mining Corp.,TSX.V,Mining
GSI.V,Gatekeeper Systems Inc.,TSX.V,Manufacturing
PKT.V,Parkit Enterprise Inc.,TSX.V,Manufacturing
NXS.V,Nexus Gold Corp.,TSX.V,Mining
NZ.V,New Zealand Energy Corp.,TSX.V,Mining
DYA.TO,DynaCERT Inc.,TSX,Carbon Emission Tech
NCP.V,Nickel Creek Platinum Corp.,TSX.V,Mining
XTD.TO,TDB SPLIT CORP. CL A,TSX,Investment Company
PWM.V,Power Metals Corp.,TSX.V,Mining
YFI.V,Edgewater Wireless Systems Inc.,TSX.V,Technology
PTU.V,Purepoint Uranium Group Inc.,TSX.V,Mining
BTR.V,Bonterra Resources Inc.,TSX.V,Mining
ABI.V,Abcourt Mines Inc.,TSX.V,Mining
CYB.TO,CYMBRIA CORPORATION CL 'A' NV,TSX,Investment Company
GSY.TO,GOEASY LTD.,TSX,Rent-To-Own
SEC.TO,SENVEST CAPITAL INC.,TSX,Management Co
GPH.V,Graphite One Inc.,TSX.V,Mining
YRB.TO,YORBEAU RESOURCES INC. CL 'A' J,TSX,Gold Expl & Dev
DBO.TO,D-BOX TECHNOLOGIES INC. CL 'A' J,TSX,Entertainment Tech
KPT.TO,KP TISSUE INC.,TSX,Paper Products
XTG.TO,XTRA-GOLD RESOURCES CORP. J,TSX,Mineral Expl & Dev
FPC.V,Falco Resources Ltd.,TSX.V,Mining
CVG.TO,CLAIRVEST GROUP INC.,TSX,Merchant Banking
EW.V,East West Minerals Ltd.,TSX.V,Mining
FURY.TO,Fury Gold Mines Limited,TSX,Mineral Expl & Dev
TAO.V,TAG OIL LTD. J,TSX.V,Oil & Gas
CVW.V,CVW Sustainable Royalties Inc.,TSX.V,Real Estate
AVU.V,Avrupa Minerals Ltd.,TSX.V,Mining
RTG.TO,RTG MINING INC. ORDINARY J,TSX,Gold Expl & Dev
GRI.V,Galore Resources Inc.,TSX.V,Mining
GRZ.V,Gold Reserve Ltd.,TSX.V,Mining
IFOS.V,Itafos Inc.,TSX.V,Mining
RCI-A.TO,ROGERS COMMUNICATIONS INC. CL 'A',TSX,Broadcast/Telecom
WLF.V,Wolfden Resources Corporation,TSX.V,Mining
DIAM.TO,Star Diamond Corporation,TSX,Mineral Expl & Dev
PRV-UN.TO,Pro Real Estate Investment Trust,TSX,Investment Trust
ERDA.V,Erda Resource Opportunities Inc.,TSX.V,Financial Services
GGM.V,Granada Gold Mine Inc.,TSX.V,Mining
GLO.TO,Global Atomic Corporation,TSX,Base Mtl Expl/Dev
MXG.TO,MAXIM POWER CORP.,TSX,Power Prod/Dev & Mkt
PME.TO,SENTRY SELECT PRIMARY METALS CORP. CL 'A',TSX,Investment Company
IB.V,IBC Advanced Alloys Corp.,TSX.V,Manufacturing
HPS-A.TO,HAMMOND POWER SOLUTIONS INC. CL 'A' SV,TSX,Elect Equip Mfg
MMP-UN.TO,PRECIOUS METALS AND MINING TRUST TRANSFER UN,TSX,Investment Trust
FMM.V,Full Metal Minerals Ltd.,TSX.V,Mining
FUU.V,F3 Uranium Corp.,TSX.V,Mining
OGN.V,Orogen Royalties Inc.,TSX.V,Mining
SYZ.TO,Sylogist Ltd.,TSX,Software Mkt/Serv
PPTA.TO,Perpetua Resources Corp.,TSX,Gold Expl & Dev
YGR.TO,YANGARRA RESOURCES LTD.,TSX,Oil & Gas Expl
VUL.V,Vulcan Minerals Inc,TSX.V,Oil & Gas
E.TO,Evolution PowerX Corp.,TSX,Oil Field Service
JFS-UN.TO,JFT STRATEGIES FUND TRANSFER CL A UNITS,TSX,Investment Fund
BIGT.V,Big Tree Carbon Inc.,TSX.V,Mining
BRE.TO,Bridgemarq Real Estate Services Inc.,TSX,Real Estate
CFF.TO,CONIFEX TIMBER INC.,TSX,Lumber Process/Mkt
KRN.TO,KARNALYTE RESOURCES INC. J,TSX,Potash Mine & Prod
OCG.TO,Outcrop Silver & Gold Corporation,TSX,Investment Fund
DEC.V,Decade Resources Ltd.,TSX.V,Mining
ARG.TO,AMERIGO RESOURCES LTD. J,TSX,Copper Producer
INC-UN.TO,INCOME FINANCIAL TRUST UNITS,TSX,Investment Trust
REKO.V,Reko International Group Inc.,TSX.V,Manufacturing
LGD.TO,Liberty Gold Corp.,TSX,Mineral Expl & Dev
TK.V,Tinka Resources Limited,TSX.V,Mining
SCR.TO,Strathcona Resources Ltd.,TSX,Oil/Gas Expl & Dev
QPT.V,Quest Pharmatech Inc.,TSX.V,Technology
ROK.V,ROK Resources Inc.,TSX.V,Oil & Gas
SML.V,Southstone Minerals Limited,TSX.V,Mining
CBI.V,Colibri Resource Corporation,TSX.V,Mining
SDE.TO,Spartan Delta Corp.,TSX,Oil/Gas Expl & Dev
MON.V,Montero Mining And Exploration Ltd.,TSX.V,Mining
GBT.TO,BMTC GROUP INC.,TSX,Holding Company
FIH-U.TO,FAIRFAX INDIA HOLDINGS CORPORATION SV USF,TSX,Investment Company
SRV-UN.TO,SIR ROYALTY INCOME FUND TRANSFERABLE UNITS,TSX,Investment Fund
NCX.V,NorthIsle Copper and Gold Inc.,TSX.V,Mining
BU.TO,BURCON NUTRASCIENCE CORPORATION J,TSX,Canola Mfg/Dstr
FT.TO,FORTUNE MINERALS LIMITED J,TSX,Mineral Expl & Dev
VCM.TO,VECIMA NETWORKS INC.,TSX,Hardware Products
TCS.TO,TECSYS INC.J,TSX,Software Dev/Mkt
BCT.TO,BriaCell Therapeutics Corp.,TSX,Biotechnology
TGO.TO,TERAGO INC.,TSX,Wireless Services
CRON.TO,Cronos Group Inc.,TSX,Cannabis Prod/Mkt
GOLD.TO,Goldmining Inc.,TSX,Mineral Expl & Dev
BRY.TO,BRI-CHEM CORP.,TSX,Oil/Gas Product/Serv
SIS.TO,SAVARIA CORPORATION J,TSX,Equip Mfg/Dstr
LWR.V,Lake Winn Resources Corp,TSX.V,Mining
IVS.V,Inventus Mining Corporation,TSX.V,Mining
SAT.V,Asian Television Network International Limite,TSX.V,Media
OML.V,Omni-Lite Industries Canada Inc,TSX.V,Manufacturing
TPL.V,TETHYS PETROLEUM LIMITED J,TSX.V,Oil & Gas
AMY.V,Recylico Battery Materials Inc.,TSX.V,Technology
TSD.V,Tsodilo Resources Limited,TSX.V,Mining
RET.V,Reitmans (Canada) Limited,TSX.V,Merchandising
ADZ.V,Adamera Minerals Corp.,TSX.V,Mining
ZDC.V,Zedcor Inc.,TSX.V,Real Estate
URZ.V,URZ3 Energy Corp.,TSX.V,Mining
TLA.V,Titan Logix Corp,TSX.V,Manufacturing
LAS-A.TO,LASSONDE INDUSTRIES INC. CL 'A' SV,TSX,Food & Bev Prod
PHD.V,Providence Gold Mines Inc.,TSX.V,Mining
HWX.TO,Headwater Exploration Inc.,TSX,Oil/Gas Expl & Dev
CNO.V,California Nanotechnologies Corp.,TSX.V,Technology
NRN.V,Northern Shield Resources Inc.,TSX.V,Mining
AFE.V,Africa Energy Corp.,TSX.V,Oil & Gas
OGI.TO,Organigram Global Inc,TSX,Cannabis Prod/Mkt
SPA.V,Spanish Mountain Gold Ltd.,TSX.V,Mining
PNC-B.TO,POSTMEDIA NETWORK CDA CORP. CLASS NC VV J,TSX,Printing & Publish
KNE.V,Kane Biotech Inc.,TSX.V,Technology
BEX.V,Benton Resources Inc.,TSX.V,Mining
SAG.V,Sterling Metals Corp.,TSX.V,Mining
CDB.V,Cordoba Minerals Corp.,TSX.V,Mining
BSX.TO,BELO SUN MINING CORP. J,TSX,Mineral Expl & Dev
XTM.V,Transition Metals Corp.,TSX.V,Mining
PUMA.V,Puma Exploration Inc.,TSX.V,Mining
DBG.V,Doubleview Gold Corp.,TSX.V,Mining
GRDM.V,Grid Metals Corp.,TSX.V,Mining
CAMB.V,Cambria Gold Mines Inc.,TSX.V,Mining
TUF.V,Honey Badger Silver Inc,TSX.V,Mining
MGG.V,Minaurum Silver Inc.,TSX.V,Mining
BOL.V,Bold Ventures Inc.,TSX.V,Mining
ESP.TO,Brompton Energy Split Corp.,TSX,Investment Company
TMG.V,Thermal Energy International Inc.,TSX.V,Business Services
KG.V,Klondike Gold Corp.,TSX.V,Mining
AVL.TO,AVALON ADVANCED MATERIALS INC. J,TSX,Mineral Expl & Dev
ADK.V,Diagnos Inc.,TSX.V,Technology
NVO.TO,Novo Resources Corp.,TSX,Gold Expl & Dev
RTM.V,RT Minerals Corp.,TSX.V,Mining
PML.V,Panoro Minerals Ltd.,TSX.V,Mining
SOI.V,Sirios Resources Inc.,TSX.V,Mining
STLR.TO,STLLR Gold Inc.,TSX,Res Expl & Dev
ALC.TO,ALGOMA CENTRAL CORPORATION,TSX,Railway & Shipping
ALV.V,Alvopetro Energy Ltd.,TSX.V,Real Estate
TBK.V,Trailbreaker Resources Ltd.,TSX.V,Mining
MTS.V,Metallis Resources Inc.,TSX.V,Mining
NBM.V,NEO Battery Materials Ltd.,TSX.V,Technology
PGC.V,Plato Gold Corp.,TSX.V,Mining
GGI.V,Garibaldi Resources Corp.,TSX.V,Mining
EXN.V,EXCELLON RESOURCES INC. J,TSX.V,Mining
MBX.TO,MICROBIX BIOSYSTEMS INC. J,TSX,Biopharmaceutical
SCZ.TO,Santacruz Silver Mining Ltd.,TSX,Mining
ROI.V,Route1 Inc.,TSX.V,Technology
EQX.TO,Equinox Gold Corp.,TSX,Gold Mining
RAGE.V,Renegade Gold Inc.,TSX.V,Mining
SPN.V,Snipp Interactive Inc.,TSX.V,Technology
H.TO,HYDRO ONE LIMITED,TSX,Diversified Oper
FMR.TO,Future Mineral Resources Inc.,TSX,Mineral Expl & Dev
GAMA.V,Gamma Resources Ltd.,TSX.V,Mining
WEX.V,Western Exploration Inc.,TSX.V,Mining
FRX.TO,FENNEC PHARMACEUTICALS INC. J,TSX,Biotechnology
AFM.V,Alphamin Resources Corp.,TSX.V,Mining
OPHR.V,Ophir Metals Corp.,TSX.V,Mining
MMX.V,Mustang Minerals Limited,TSX.V,Mining
LME.V,Laurion Mineral Exploration Inc.,TSX.V,Mining
RVX.TO,RESVERLOGIX CORP. J,TSX,Biotechnology
BHS.V,Bayhorse Silver Inc.,TSX.V,Mining
NGC.V,Northern Graphite Corporation,TSX.V,Mining
ORE.TO,Orezone Gold Corporation,TSX,Gold Expl & Dev
MSCL.TO,Satellos Bioscience Inc,TSX,Biotechnology
GMA.V,Geomega Resources Inc.,TSX.V,Mining
TVA-B.TO,TVA GROUP INC. CL 'B' NV,TSX,Broadcasting
BONE.V,Boron One Holdings Inc.,TSX.V,Mining
MRZL.V,Mont Royal Resources Limited,TSX.V,Mining
LRA.V,Lara Exploration Ltd.,TSX.V,Mining
GEO.TO,GEODRILL LIMITED ORDINARY,TSX,Drilling Services
SOIL.TO,Saturn Oil & Gas Inc.,TSX,Oil/Gas Expl & Dev
PURO.V,Platauro Metals Corp.,TSX.V,Mining
HSTR.V,Heliostar Metals Ltd.,TSX.V,Mining
DNG.TO,Dynacor Group Inc.,TSX,Gold Expl & Dev
BAT.V,Batero Gold Corp.,TSX.V,Mining
BKI.TO,BLACK IRON INC. J,TSX,Iron Ore Expl/Dev
SCY.V,SCANDIUM INTERNATIONAL MINING CORP. J,TSX.V,Mining
TLT.V,Theralase Technologies Inc.,TSX.V,Technology
AEMC.V,Alaska Energy Metals Corporation,TSX.V,Mining
IPT.V,IMPACT Silver Corp.,TSX.V,Mining
GCU.TO,Gunnison Copper Corp,TSX,Copper Expl & Dev
OGD.TO,ORBIT GARANT DRILLING INC.,TSX,Drilling Services
SF.V,Safi Silver Corp.,TSX.V,Mining
MRZ.V,Mirasol Resources Ltd.,TSX.V,Mining
LEAP.V,Quantum Critical Metals Corp.,TSX.V,Mining
JEV.V,Jericho Energy Ventures Inc.,TSX.V,Oil & Gas
ILI.V,Imagine Lithium Inc.,TSX.V,Mining
MUN.V,Mundoro Capital Inc.,TSX.V,Mining
KIP.V,Kiplin Metals Inc.,TSX.V,Mining
SMD.V,Strategic Metals Ltd.,TSX.V,Mining
AI.TO,ATRIUM MORTGAGE INVESTMENT CORPORATION,TSX,Investment Company
DLTA.V,Delta Resources Limited,TSX.V,Mining
ZON.V,Zonte Metals Inc.,TSX.V,Mining
GMX.TO,GLOBEX MINING ENTERPRISES INC. J,TSX,Mining Expl & Dev
DWS.V,Diamond Estates Wines & Spirits Inc.,TSX.V,Hospitality & Entertainment
MKA.V,Mkango Magnetic Materials Limited,TSX.V,Mining
TBL.TO,TAIGA BUILDING PRODUCTS LTD.,TSX,Building Products
YOO.V,Yangaroo Inc.,TSX.V,Technology
TCCM.V,Three Crowns Critical Metals Inc.,TSX.V,Mining
GRG.V,Golden Arrow Resources Corporation,TSX.V,Mining
ABM.V,Aben Gold Corp.,TSX.V,Mining
TAL.TO,PetroTal Corp.,TSX,Oil/Gas Expl & Dev
EWK.V,Earthworks Industries Inc.,TSX.V,Business Services
IGO.V,Independence Gold Corp.,TSX.V,Mining
CVVY.TO,Cavvy Energy Ltd,TSX,Oil/Gas Expl & Dev
MMA.V,Midnight Sun Mining Corp.,TSX.V,Mining
XX.V,Avante Corp.,TSX.V,Technology
CPS.V,CANADIAN PREMIUM SAND INC,TSX.V,Mining
HMMC.TO,Hemlo Mining Corp.,TSX,Mineral Expl & Dev
PPX.V,Ppx Mining Corp.,TSX.V,Mining
CTEK.V,Cleantek Industries Inc,TSX.V,Mining
SPI.V,Canadian Spirit Resources Inc.,TSX.V,Oil & Gas
GRC.TO,Gold Springs Resource Corp.,TSX,Mineral Expl & Dev
CONE.V,Canada One Mining Corp.,TSX.V,Mining
GSR.V,Gold Strike Resources Corp.,TSX.V,Mining
IOT.V,Innovotech Inc.,TSX.V,Technology
WVM.V,West Vault Mining Inc.,TSX.V,Mining
TRZ.TO,TRANSAT A.T. INC. VOTING & VARIABLE VOTING,TSX,Air Transportation
DRX.TO,ADF GROUP INC. SV,TSX,Struct Steel Fab
INO-UN.TO,INOVALIS REAL ESTATE INVESTMENT TR UNITS,TSX,Investment Trust
FPX.V,FPX Nickel Corp.,TSX.V,Mining
DLCG.TO,Dominion Lending Centres Inc.,TSX,Mortgage Broker
CTC.TO,"CANADIAN TIRE CORPORATION, LIMITED",TSX,Retail Stores
OPW.V,Opawica Explorations Inc.,TSX.V,Mining
NUG.V,Nulegacy Gold Corporation,TSX.V,Mining
CTM.V,Canterra Minerals Corporation,TSX.V,Mining
VCI.V,Vitreous Glass Inc.,TSX.V,Manufacturing
CYM.V,Cymat Technologies Ltd.,TSX.V,Manufacturing
KBL.TO,K-BRO LINEN INC.,TSX,Dryclean/Laundry Serv
AME.V,Abacus Mining & Exploration Corporation,TSX.V,Mining
ARIS.TO,Aris Gold Corporation new,TSX,Gold Expl & Dev
VGN.V,Greencastle Resources Ltd.,TSX.V,Management
AVN.V,Avanti Helium Corp.,TSX.V,Mining
LPS.V,Legend Power Systems Inc,TSX.V,Utilities
PBM.V,Pacific Bay Minerals Ltd.,TSX.V,Mining
SGLD.V,Scorpio Gold Corporation,TSX.V,Mining
GCN.V,Goldcliff Resource Corporation,TSX.V,Mining
YGT.V,Gold Terra Resource Corp.,TSX.V,Mining
HEM.V,Hemostemix Inc.,TSX.V,Manufacturing
AMX.V,Amex Gold Mining Inc.,TSX.V,Mining
XIM.V,Ximen Mining Corp.,TSX.V,Mining
BBB.V,Brixton Metals Corporation,TSX.V,Mining
MDX.V,Medx Health Corp.,TSX.V,Technology
OMI.V,OROSUR MINING INC.,TSX.V,Mining
ORC-B.V,Orca Energy Group Inc. B,TSX.V,Oil & Gas
NOB.V,Noble Mineral Exploration Inc.,TSX.V,Mining
GZD.V,Grizzly Discoveries Inc.,TSX.V,Mining
GG.V,Golconda Gold Ltd.,TSX.V,Mining
ACU.V,Aurora Solar Technologies Inc.,TSX.V,Technology
NWX.V,Newport Exploration Ltd.,TSX.V,Mining
NNX.V,Nickel North Exploration Corp.,TSX.V,Mining
TES.V,Tesoro Minerals Corp.,TSX.V,Mining
FOXT.V,Fox Tungsten Ltd.,TSX.V,Mining
ANOR.V,AnorTech Inc.,TSX.V,Mining
CCM.TO,Canagold Resources Ltd.,TSX,Precious Metals
PBL.TO,POLLARD BANKNOTE LIMITED,TSX,Gaming Prod & Serv
BRAG.TO,Bragg Gaming Group Inc.,TSX,Gaming Tech Platform
BYL.TO,BAYLIN TECHNOLOGIES INC. J,TSX,Antenna Dsgn & Prod
TNT-UN.TO,TRUE NORTH COMMERCIAL RL EST INVEST TR J UN,TSX,Investment Trust
FVL.TO,Freegold Limited,TSX,Mineral Expl & Dev
LAM.TO,LARAMIDE RESOURCES LTD. J,TSX,Mining Expl & Dev
OCO.V,Oroco Resource Corp.,TSX.V,Mining
KC.V,Kutcho Copper Corp.,TSX.V,Mining
NWST.V,Northwest Copper Corp.,TSX.V,Mining
TLO.TO,TALON METALS CORP. J,TSX,Mineral Expl & Dev
ARN.TO,Asarian Energy Limited,TSX,Metal Expl & Prod
SKE.TO,Skeena Resources Limited,TSX,Mineral Expl & Dev
TRX.TO,TRX Gold Corporation,TSX,Mineral Expl & Dev
VLE.TO,VALEURA ENERGY INC. J,TSX,Oil/Gas Expl & Dev
VLN.TO,VELAN INC. SV,TSX,Valve Mfg
CUCU.V,Global Copper Corp.,TSX.V,Mining
TGX.V,TGX Energy & Resources Inc.,TSX.V,Mining
KMP-UN.TO,KILLAM APARTMENT RL ESTATE INVESTMENT TR UN J,TSX,Investment Trust
FFN.TO,NORTH AMERICAN FINANCIAL 15 SPLIT CORP CL 'A',TSX,Investment Company
LPK.V,Lupaka Gold Corp.,TSX.V,Mining
QTWO.V,Q2 Metals Corp.,TSX.V,Mining
BLDS.V,Badlands Resources Inc.,TSX.V,Mining
ROCK.V,Trident Resources Corp.,TSX.V,Mining
LFE.TO,CANADIAN LIFE COMPANIES SPLIT CORP. CLASS 'A',TSX,Mutual Fund
TUO.V,Teuton Resources Corp.,TSX.V,Mining
ACD.TO,ACCORD FINANCIAL CORP.,TSX,Financial Services
HME.V,Hemisphere Energy Corporation,TSX.V,Oil & Gas
ONE.V,01 Quantum Inc.,TSX.V,Technology
KS.V,Klondike Silver Corp.,TSX.V,Mining
DOS.V,Dios Exploration Inc.,TSX.V,Mining
BAU.V,Blue Star Gold Corp.,TSX.V,Mining
FTG.TO,FIRAN TECHNOLOGY GROUP CORPORATION,TSX,Circuit Boards Mfg
ENA.V,Enablence Technologies Inc.,TSX.V,Technology
DME.V,Desert Mountain Energy Corp.,TSX.V,Mining
CLZ.V,Canasil Resources Inc.,TSX.V,Mining
SYH.V,Skyharbour Resources Ltd.,TSX.V,Mining
URE.TO,UR-ENERGY INC. J,TSX,Uranium Expl & Dev
TWC.TO,TWC ENTERPRISES LIMITED,TSX,Transportation
HMT.V,Halmont Properties Corporation,TSX.V,Real Estate
MARI.TO,Marimaca Copper Corp.,TSX,Mineral Expl & Dev
PLY.V,Playfair Mining Ltd.,TSX.V,Mining
QBR-A.TO,QUEBECOR INC. CL 'A' MV,TSX,Holding Company
WRR.V,Walker River Resources Corp.,TSX.V,Mining
MID-UN.TO,MINT INCOME FUND TRUST UNITS,TSX,Investment Trust
AAB.TO,ABERDEEN INTERNATIONAL INC. J,TSX,Investment Company
RPX.V,RPX Gold Inc.,TSX.V,Mining
CGNT.V,Copper Giant Resources Corp.,TSX.V,Mining
JDN.V,Jayden Resources Inc.,TSX.V,Mining
CGI.TO,"CANADIAN GENERAL INVESTMENTS, LIMITED",TSX,Investment Trust
VGZ.TO,VISTA GOLD CORP.,TSX,Mineral Expl & Dev
TSL.TO,TREE ISLAND STEEL LTD.,TSX,Steel Product Mfg
MMM.V,Minco Capital Corp.,TSX.V,Management
SXGC.TO,Southern Cross Gold Consolidated Ltd.,TSX,Mineral Expl & Dev
NIM.V,Nicola Mining Inc.,TSX.V,Mining
GQC.V,GoldQuest Mining Corp.,TSX.V,Mining
VO.V,ValOre Metals Corp.,TSX.V,Mining
VLI.V,Vision Lithium Inc.,TSX.V,Mining
SDR.V,Stroud Resources Ltd.,TSX.V,Mining
GAL.V,Galantas Gold Corporation,TSX.V,Mining
WRN.TO,WESTERN COPPER AND GOLD CORPORATION J,TSX,Gld/Cop Expl & Dev
RYR.V,Royal Road Minerals Limited,TSX.V,Mining
WINS.V,Winshear Metals Corp.,TSX.V,Mining
BRAU.V,Big Ridge Gold Corp.,TSX.V,Mining
PRG.V,Precipitate Gold Corp.,TSX.V,Mining
AYA.TO,Aya Gold & Silver Inc.,TSX,Mineral Expl & Dev
ZNX.V,ZincX Resources Corp.,TSX.V,Mining
MKO.V,MAKO MINING CORP,TSX.V,Mining
OC.V,Olive Resource Capital Inc.,TSX.V,Financial Services
IDL.V,Imaging Dynamics Company Ltd.,TSX.V,Technology
SAM.TO,STARCORE INTERNATIONAL MINES LTD. J,TSX,Gld/Sil Expl & Dev
MMY.V,Monument Mining Limited,TSX.V,Mining
ERD.TO,ERDENE RESOURCE DEVELOPMENT CORPORATION J,TSX,Mineral Expl & Dev
EOG.V,Eco (Atlantic) Oil & Gas Ltd.,TSX.V,Oil & Gas
GWM.V,Galway Metals Inc.,TSX.V,Mining
ICE.TO,CANLAN ICE SPORTS CORP.,TSX,Recreational Sports
IFA.TO,IFABRIC CORP. J,TSX,Clothing Dsgn/Mfg
USA.TO,Americas Gold and Silver Corporation,TSX,Mineral Expl & Dev
KTN.V,Kootenay Silver Inc.,TSX.V,Mining
MNT.TO,ROYAL CDN MINT-CDN GLD RESERVES EXCHG-TRD REC,TSX,Investment Note
PNG.V,Kraken Robotics Inc.,TSX.V,Technology
REX.V,Orex Minerals Inc.,TSX.V,Mining
JEC.V,Jura Energy Corporation,TSX.V,Oil & Gas
PA.V,Palamina Corp.,TSX.V,Mining
LCE.V,Century Lithium Corp.,TSX.V,Mining
ELVA.TO,ELECTROVAYA INC.,TSX,Battery Technology
KDK.V,Kodiak Copper Corp.,TSX.V,Mining
BEAR.V,Big Bear Gold Corp.,TSX.V,Mining
AEG.TO,Aegis Brands Inc.,TSX,Specialty Coffee
WPG.V,West Point Gold Corp.,TSX.V,Mining
TC.TO,TUCOWS INC.,TSX,Internet Commerce
PYR.TO,PyroGenesis Inc,TSX,Advanced Plasma Tech
LAR.TO,Lithium Argentina AG,TSX,Lithium/Potassium Dev
PRQ.TO,PETRUS RESOURCES LTD. J,TSX,Crude Oil/Gas Expl
MJS.V,Majestic Gold Corp.,TSX.V,Mining
AUMN.TO,GOLDEN MINERALS COMPANY J,TSX,Mineral Expl & Dev
BEK-B.TO,BECKER MILK CO. LTD. (THE) CL 'B' NV SPECIAL,TSX,Real Estate
CCD.V,Cascadero Copper Corporation,TSX.V,Mining
ITH.TO,INTERNATIONAL TOWER HILL MINES LTD. J,TSX,Mineral Expl & Dev
MAPS.V,ProStar Holdings Inc.,TSX.V,Technology
RRI.V,Riverside Resources Inc. New,TSX.V,Mining
EXG.V,ExGen Resources Inc.,TSX.V,Mining
ALM.V,Alliance Mining Corp.,TSX.V,Mining
WML.V,Wealth Minerals Ltd.,TSX.V,Mining
BARU.V,Baru Gold Corp,TSX.V,Mining
GGO.V,Galleon Gold Corp.,TSX.V,Mining
AMM.V,ALMADEN MINERALS LTD.,TSX.V,Mining
RDU.V,Radius Gold Inc.,TSX.V,Financial Services
SGR-U.TO,Slate Grocery REIT USD,TSX,Investment Trust
MSV.TO,MINCO SILVER CORPORATION J,TSX,Mineral Expl & Dev
NDM.TO,NORTHERN DYNASTY MINERALS LTD. J,TSX,Mineral Expl & Dev
BGD.V,Bullion Gold Discoveries Corp.,TSX.V,Mining
SAU.TO,ST. AUGUSTINE GOLD AND COPPER LIMITED J,TSX,Mineral Expl & Dev
NANO.TO,Nano One Materials Corp.,TSX,Battery Technology
GSP.V,Gensource Potash Corporation,TSX.V,Financial Services
PHNM.V,Phenom Resources Corp,TSX.V,Mining
DCOP.V,District Copper Corp.,TSX.V,Mining
BAY.V,Aston Bay Holdings Ltd.,TSX.V,Mining
FCI.V,First Canadian Graphite Inc.,TSX.V,Mining
AHR.V,Amarc Resources Ltd.,TSX.V,Mining
WFC.TO,WALL FINANCIAL CORP.,TSX,Real Estate
NEV.V,Nevada Sunrise Metals Corporation,TSX.V,Mining
SRL.V,Salazar Resources Limited,TSX.V,Mining
TNR.V,TNR Gold Corp.,TSX.V,Mining
ABR.V,Arbor Metals Corp.,TSX.V,Mining
EMO.V,Emerita Resources Corp.,TSX.V,Mining
NEXM.V,NexMetals Mining Corp.,TSX.V,Mining
CCMI.V,Canadian Critical Minerals Inc.,TSX.V,Mining
TRR.V,Terra Rossa Gold Ltd.,TSX.V,Mining
GST.V,Gold Strategy Inc.,TSX.V,Mining
GLD.V,Gold Finder Resources Ltd.,TSX.V,Mining
BQE.V,BQE Water Inc.,TSX.V,Technology
CELL.V,Grid Battery Metals Inc.,TSX.V,Mining
SSV.V,Southern Silver Exploration Corp.,TSX.V,Mining
VCT.V,Volt Carbon Technologies Inc,TSX.V,Mining
LOD.V,Lode Gold Resources Inc.,TSX.V,Mining
SVB.TO,"SILVER BULL RESOURCES, INC. J",TSX,Mineral Expl & Dev
RKR.V,Rokmaster Resources Corp.,TSX.V,Mining
OCI.V,Orecap Invest Corp.,TSX.V,Mining
BEW.V,BeWhere Holdings Inc.,TSX.V,Technology
SILV.V,Silver Valley Metals Corp,TSX.V,Mining
MKR.V,Melkior Resources Inc,TSX.V,Mining
NXR-UN.TO,Nexus Industrial REIT,TSX,Investment Trust
CHR.TO,CHORUS AVIATION INC. VOTING & VARIABLE VOTING,TSX,Airline
RAK.V,Rackla Metals Inc.,TSX.V,Mining
VVTM.V,VVT Med Inc.,TSX.V,Technology
GX.V,Guardian Exploration Inc.,TSX.V,Oil & Gas
CMIL.V,Capella Minerals Limited,TSX.V,Mining
KNT.TO,K92 Mining Inc.,TSX,Mineral Expl/Dev Prod
SGO.V,Sonoro Gold Corp.,TSX.V,Mining
CIA.TO,CHAMPION IRON LIMITED ORDINARY J,TSX,Mineral Expl & Dev
SRC.V,Stakeholder Gold Corp.,TSX.V,Mining
AZR.V,Azarga Metals Corp.,TSX.V,Mining
AAN.V,Aton Resources Inc.,TSX.V,Mining
WCN.TO,"WASTE CONNECTIONS, INC.",TSX,Investment Company
DYG.V,Dynasty Gold Corp.,TSX.V,Mining
GDL.TO,GOODFELLOW INC.,TSX,Forest Products
MGMA.V,Magma Silver Corp.,TSX.V,Mining
RJX-A.V,RJK Explorations Ltd.,TSX.V,Mining
DFR.V,DFR Gold Inc.,TSX.V,Mining
