ticker,name,exchange,sector
RECO.V,Reconnaissance Energy Africa Ltd.,TSX.V,Oil & Gas
CD.V,Cantex Mine Development Corp.,TSX.V,Mining
IRO.V,Inter-Rock Minerals Inc.,TSX.V,Mining
WHN.V,Westhaven Gold Corp.,TSX.V,Mining
GGL.V,GGL Resources Corp.,TSX.V,Mining
CDA.V,Canuc Resources Corporation,TSX.V,Mining
APGO.V,Apollo Silver Corp.,TSX.V,Mining
NAR.V,North Arrow Minerals Inc.,TSX.V,Mining
FAN.V,First Atlantic Nickel Cobalt Corp.,TSX.V,Mining
NAU.V,Nevgold Corp,TSX.V,Mining
WHY.V,West High Yield (W.H.Y.) Resources Ltd.,TSX.V,Mining
AEP.V,ATLAS ENGINEERED PRODUCTS LTD.,TSX.V,Manufacturing
FTRC.V,The FUTR Corporation,TSX.V,Financial Services
UNC.TO,UNITED CORPORATIONS LTD.,TSX,Investment Company
SMN.V,Sun Summit Minerals Corp.,TSX.V,Mining
WI.V,The Western Investment Company of Canada Limt,TSX.V,Manufacturing
NXG.V,NexgenRx Inc.,TSX.V,Financial Services
RUM.V,Rocky Mountain Liquor Inc.,TSX.V,Merchandising
TIE.V,Coloured Ties Capital Inc.,TSX.V,Management
GVR.V,Grosvenor Resource Corporation,TSX.V,Mining
AXL.V,Arrow Exploration Corp.,TSX.V,Oil & Gas
HFC.V,Hampton Financial Corporation,TSX.V,Financial Services
ONEX.TO,ONEX CORPORATION SV,TSX,Holding Company
KTO.V,K2 Gold Corporation,TSX.V,Mining
MT.V,M3 Metals Corp.,TSX.V,Mining
KRY.V,Koryx Copper S.A.,TSX.V,Mining
CBR.V,CABRAL GOLD INC.,TSX.V,Oil & Gas
WPRT.TO,WESTPORT FUEL SYSTEMS INC.,TSX,Fuel Sys & Storage
SHOP.TO,Shopify Inc.,TSX,Internet Commerce
CIGI.TO,COLLIERS INTERNATIONAL GROUP INC. SV,TSX,Real Estate Services
NLH.V,Nova Leap Health Corp.,TSX.V,Medical & Health Care
IPO.TO,INPLAY OIL CORP. J,TSX,Oil/Gas Expl & Dev
AVCR.V,Avricore Health Inc,TSX.V,Technology
AGLD.V,Austral Gold Limited,TSX.V,Mining
BZ.V,Benz Mining Corp.,TSX.V,Mining
AGAG.V,Argenta Silver Corp.,TSX.V,Mining
ENGH.TO,ENGHOUSE SYSTEMS LIMITED,TSX,Software Dev/Mkt
STUD.V,Stallion Uranium Corp.,TSX.V,Mining
ORIO.TO,Orion Digital Corp,TSX,Online Credit Solutn
CZZ.V,Cleghorn Minerals Ltd.,TSX.V,Unclassified
XTRA.TO,Xtract One Technologies Inc.,TSX,Electronic Surv
LEM.V,Leading Edge Materials Corp.,TSX.V,Mining
SVE.V,Silver One Resources Inc.,TSX.V,Mining
TMQ.TO,TRILOGY METALS INC. J,TSX,Copper Expl & Dev
ESM.TO,EURO SUN MINING INC. J,TSX,Mineral Expl & Dev
ANTL.V,Antler Gold Inc.,TSX.V,Mining
MMG.V,Metallic Minerals Corp.,TSX.V,Mining
TELO.V,Telo Genomics Corp.,TSX.V,Technology
PPR.TO,PRAIRIE PROVIDENT RESOURCES INC. J,TSX,Oil/Gas Expl & Dev
JG.V,Japan Gold Corp.,TSX.V,Mining
LIT.V,Argentina Lithium and Energy Corp.,TSX.V,Mining
NBY.V,Niobay Metals Inc.,TSX.V,Mining
ELBM.V,Electra Battery Materials Corporation,TSX.V,Mining
ATZ.TO,ARITZIA INC. SV,TSX,Clothing Dsgn/Retail
SKEL.V,Skeleton Coast Uranium Corp.,TSX.V,Mining
BMV.V,Bathurst Metals Corp.,TSX.V,Mining
DHB.V,Delivra Health Brands Inc.,TSX.V,Technology
BKMT.V,Blockmint Technologies Inc.,TSX.V,Technology
SWAN.V,Black Swan Graphene Inc.,TSX.V,Manufacturing
BCU.V,Bell Copper Corporation,TSX.V,Mining
GKO.V,Geekco Technologies Corporation,TSX.V,Technology
RVG.V,Revival Gold Inc.,TSX.V,Mining
WMK.V,Whitemud Resources Inc.,TSX.V,Manufacturing
AUXX.V,Gold X2 Mining Inc.,TSX.V,Mining
NQC.V,Nordique Critical Metals Inc.,TSX.V,Mining
WRLG.V,West Red Lake Gold Mines Ltd.,TSX.V,Mining
AMCO.V,Americore Resources Corp.,TSX.V,Mining
SFI.TO,Solution Financial Inc.,TSX,Financial Prod/Serv
HUT.TO,Hut 8 Corp.,TSX,Cryptocurrency Mining
SAO.V,South Atlantic Gold Inc.,TSX.V,Mining
AVNT.TO,Avant Brands Inc.,TSX,Cannabis Prod/Mkt
NICU.TO,Magna Mining Corp.,TSX,Mining
NRX.V,NurExone Biologic Inc.,TSX.V,Manufacturing
THRM.V,Therma Bright Inc.,TSX.V,Technology
ABRA.TO,AbraSilver Resource Corp,TSX,Mineral Expl & Dev
IZZ.V,INTERNATIONAL PROSPECT VENTURES LTD,TSX.V,Mining
LSL.V,LSL Pharma Group Inc.,TSX.V,Manufacturing
DSV.TO,Discovery Mining Ltd,TSX,Mineral Expl & Dev
DB.V,Decibel Cannabis Company Inc.,TSX.V,Manufacturing
DMGI.V,DMG Blockchain Solutions Inc.,TSX.V,Technology
STRM.V,Storm Exploration Inc,TSX.V,Mining
ETL.V,E3 Lithium Ltd.,TSX.V,Mining
NXLV.V,NexLiving Communities Inc,TSX.V,Real Estate
VLC.V,Velocity Minerals Ltd.,TSX.V,Mining
SAE.V,Sable Resources Ltd.,TSX.V,Mining
VERT.V,Vertical Exploration Inc.,TSX.V,Mining
JUGR.V,Juggernaut Exploration Ltd.,TSX.V,Mining
MYID.V,Reklaim Ltd.,TSX.V,Technology
CVB.V,Compass Gold Corporation,TSX.V,Mining
NKG.V,Nevada King Gold Corp,TSX.V,Mining
VCV.V,Vatic Ventures Corp.,TSX.V,Mining
MTLO.V,Martello Technologies Group Inc.,TSX.V,Manufacturing
UVC.V,Illumisoft Lighting Corp.,TSX.V,Technology
SYG.V,Sylla Gold Corp.,TSX.V,Mining
BITK.V,BLOCKCHAINK2 CORP,TSX.V,Technology
CSG.V,Cosigo Resources Ltd.,TSX.V,Mining
NSE.V,New Stratus Energy Inc.,TSX.V,Mining
FRED.V,Fredonia Mining Inc,TSX.V,Mining
VM.V,Voyageur Pharmaceuticals Ltd.,TSX.V,Mining
HLS.TO,HLS Therapeutics Inc.,TSX,Pharm Prod & Dstr
HAR.V,Harfang Exploration Inc.,TSX.V,Mining
ROS.V,Roscan Gold Corporation,TSX.V,Mining
LTNG.V,Lightning Resource Corp.,TSX.V,Mining
GRA.TO,NanoXplore Inc.,TSX,Graphene Mfg & Mkt
WCU.V,World Copper Ltd,TSX.V,Mining
PNTR.V,Pantera Silver Corp,TSX.V,Mining
SGML.V,Sigma Lithium Corporation,TSX.V,Oil & Gas
QYOU.V,Qyou Media Inc.,TSX.V,Technology
FOBI.V,FOBI AI INC,TSX.V,Technology
CAG.V,Composite Alliance Group Inc.,TSX.V,Manufacturing
AIS.V,A.I.S. Resources Limited,TSX.V,Financial Services
STW.V,Stockworks Gold Inc.,TSX.V,Mining
VAU.V,Viva Gold Corp.,TSX.V,Oil & Gas
RII-K.V,Richco Investors Inc.,TSX.V,Financial Services
JSPX.V,JasperX Technologies Inc.,TSX.V,Technology
SCAN.V,"Liberty Defense Holdings, Ltd.",TSX.V,Technology
MENE.V,MENE INC,TSX.V,Manufacturing
CRD.V,Copper Road Resources Inc.,TSX.V,Mining
AMT.V,AmeriTrust Financial Technologies Inc.,TSX.V,Technology
GRD.V,Grounded Lithium Corp.,TSX.V,Mining
TOM.V,Trinity One Metals Ltd.,TSX.V,Mining
RES.V,Auric Resources Corp.,TSX.V,Mining
FTJ.V,Fort St. James Nickel Corp,TSX.V,Mining
FHYD.V,First Hydrogen Corp.,TSX.V,Manufacturing
CAN.V,Canadian Gold Resources Ltd.,TSX.V,Mining
QRO.V,Quadro Resources Ltd.,TSX.V,Mining
GLAD.V,Gladiator Metals Corp.,TSX.V,Mining
DMX.V,District Metals Corp.,TSX.V,Mining
RIO.TO,Rio2 Limited,TSX,Mineral Expl & Dev
AAG.V,Aftermath Silver Ltd.,TSX.V,Mining
IMM.V,International Metals Mining Corp.,TSX.V,Mining
GOOD.V,Good Gamer Entertainment Inc.,TSX.V,Technology
VKG.V,Norse Gold Corp.,TSX.V,Mining
W.V,Spartan Metals Corp.,TSX.V,Mining
ALGR.V,Algo Grande Copper Corp.,TSX.V,Mining
CASA.V,Casa Minerals Inc.,TSX.V,Mining
QNTA.V,Quanta AI Inc.,TSX.V,Technology
SATO.V,SATO Technologies Corp.,TSX.V,Technology
HIVE.TO,HIVE Digital Technologies Ltd.,TSX,Tech
AUX.V,Golden Cross Resources Inc.,TSX.V,Mining
SUI.V,Superior Mining International Corporation,TSX.V,Mining
BTU.V,BTU Metals Corp.,TSX.V,Mining
STS.V,South Star Battery Metals Corp.,TSX.V,Mining
TLG.TO,Troilus Mining Corp.,TSX,Mineral Expl & Dev
RSM.V,Resouro Strategic Metals Inc.,TSX.V,Mining
GOT.V,Goliath Resources Limited,TSX.V,Mining
FAS.V,First Andes Silver Ltd.,TSX.V,Mining
HMR.V,Homerun Resources Inc,TSX.V,Mining
LSTR.V,Lodestar Metals Corp.,TSX.V,Mining
CTH.V,CoTec Holdings Corp.,TSX.V,Financial Services
AUME.V,Auriginal Mining Corp.,TSX.V,Mining
BRO.V,Barksdale Resources Corp.,TSX.V,Mining
POOL.V,POOL SAFE INC.,TSX.V,Manufacturing
TT.V,Total Metals Corp.,TSX.V,Mining
TBLL.V,Tombill Mines Limited,TSX.V,Mining
AZS.V,Arizona Gold & Silver Inc.,TSX.V,Mining
GFG.V,GFG Resources Inc.,TSX.V,Mining
ACB.TO,Aurora Cannabis Inc.,TSX,Biopharm Prod/Mkt
GGX.V,GGX Gold Corp.,TSX.V,Mining
GHL.V,Goldhills Holding Ltd.,TSX.V,Mining
FLNT.TO,FLINT Corp.,TSX,Diversified Serv
ISO.TO,Isoenergy Ltd,TSX,Mining
PUL.V,Pulse Oil Corp.,TSX.V,Oil & Gas
RUSH.V,Carolina Rush Corporation,TSX.V,Mining
FEC.TO,Frontera Energy Corporation,TSX,Oil/Gas Expl & Dev
JAG.TO,Jaguar Mining Inc.,TSX,Gold Expl & Dev
EOX.V,EUROMAX RESOURCES LTD.,TSX.V,Mining
LGO.TO,Largo Inc.,TSX,Nat Res Expl/Dev
NXE.TO,NEXGEN ENERGY LTD. J,TSX,Uranium Expl & Dev
WEED.TO,CANOPY GROWTH CORPORATION J,TSX,Biopharm Prod/Mkt
YEG.V,Yorkton Equity Group Inc,TSX.V,Real Estate
IMI.V,Ironman International Ltd.,TSX.V,Media
GRSL.V,GR Silver Mining Ltd.,TSX.V,Oil & Gas
HFPC-U.TO,Helios Fairfax Partners Corporation,TSX,Investment Company
GEMC.V,Global Energy Metals Corp.,TSX.V,Mining
GOOS.TO,CANADA GOOSE HOLDINGS INC. SV,TSX,Clothing Dsgn/Retail
SHLE.TO,SOURCE ENERGY SERVICES LTD. J,TSX,Mineral Expl & Dev
IPCO.TO,INTERNATIONAL PETROLEUM CORPORATION,TSX,Oil & Gas Expl
WAVE.V,WAVERLEY PHARMA INC,TSX.V,Manufacturing
AZT.V,Aztec Minerals Corp.,TSX.V,Mining
FWTC.V,Forward Water Technologies Inc,TSX.V,Utilities
REAL.TO,Real Matters Inc.,TSX,Management Co
CSTR.V,CryptoStar Corp.,TSX.V,Technology
SFC.TO,Sagicor Financial Company Ltd.,TSX,Insurance 
FWZ.V,Fireweed Metals Corp.,TSX.V,Mining
FCA-UN.V,Firm Capital Apartment REIT,TSX.V,Real Estate
TSU.TO,Trisura Group Ltd.,TSX,Insurance
MCF.V,MCF Energy Ltd.,TSX.V,Oil & Gas
TG.V,Trifecta Gold Ltd.,TSX.V,Mining
NSCI.V,Nanalysis Scientific Corp.,TSX.V,Manufacturing
JWEL.TO,Jamieson Wellness Inc.,TSX,Healthcare Prod
BNZ.V,Bonanza Mining Corporation,TSX.V,Mining
BUZ-P.V,Buzz Capital Inc.,TSX.V,Unclassified
SPOT.V,EarthLabs Inc.,TSX.V,Financial Services
TCG-P.V,Transcontinental Gold Corp.,TSX.V,Unclassified
VIPR.V,Silver Viper Minerals Corp.,TSX.V,Mining
TI.TO,TITAN MINING CORPORATION,TSX,Mining Expl & Dev
ERO.TO,ERO COPPER CORP,TSX,Mining Expl & Dev
DELX.V,Delphx Capital Markets Inc.,TSX.V,Manufacturing
ROOT.TO,Roots Corporation,TSX,Clothing Dsgn/Retail
XPLR.V,Xplore Resources Corp.,TSX.V,Mining
ELEC.V,Electric Royalties Ltd.,TSX.V,Utilities
ITR.V,Integra Resources Corp.,TSX.V,Mining
NBVA.V,Nubeva Technologies Ltd.,TSX.V,Technology
HOT-U.TO,AMERICAN HOTEL INCOME PROPERTIES REIT LP USD,TSX,Limited Partnership
DMCU.V,Domestic Metals Corp.,TSX.V,Mining
VMS.V,Vortex Metals Inc.,TSX.V,Mining
PRM.TO,Big Pharma Split Corp. A,TSX,Mutual Funds
GRF.V,Green Rise Foods Inc.,TSX.V,Agriculture
NEO.TO,Neo Performance Materials Inc.,TSX,Rare Earth Process
ZNG.V,Group Eleven Resources Corp.,TSX.V,Mining
DGX.NE,Digi Power X Inc.,NEO,Technology
FISH.V,Sailfish Royalty Corp.,TSX.V,Financial Services
NTR.TO,Nutrien Ltd.,TSX,Potash Mine & Prod
FLT.TO,Volatus Aerospace Inc.,TSX,Investment Fund
PHYS.TO,Sprott Physical Gold Trust CAD,TSX,Investment Trust
PSLV.TO,Sprott Physical Silver Trust,TSX,Investment Trust
SPPP.TO,Sprott Physical Platinum and Palladium Trust,TSX,Investment Trust
SCD.V,Scandium Canada Ltd.,TSX.V,Mining
CEF.TO,Sprott Physical Gold and Silver Trust CAD,TSX,Investment Trust
DEFN.V,Defense Metals Corp.,TSX.V,Oil & Gas
NDA.V,Neptune Digital Assets Corp,TSX.V,Technology
ENRG.V,New Energy Metals Corp.,TSX.V,Mining
PCLO.V,PharmaCielo Ltd.,TSX.V,Technology
AUAU.V,A2 Gold Corp.,TSX.V,Mining
INEO.V,INEO Tech Corp.,TSX.V,Technology
MTA.V,Metalla Royalty and Streaming Ltd.,TSX.V,Financial Services
RE.V,RE ROYALTIES LTD,TSX.V,Financial Services
LABS.TO,MediPharm Labs Corp.,TSX,Pharm Prod & Dstr
RMI.V,Ridgestone Mining Inc.,TSX.V,Mining
RTE.V,Route 109 Resources Inc.,TSX.V,Mining
BPR.V,Black Pine Resources Corp.,TSX.V,Mining
OSM.V,Osiris One Metals Ltd.,TSX.V,Mining
PESO.V,PesoRama Inc.,TSX.V,Merchandising
AMC.TO,Arizona Metals Corp.,TSX,Precious Mtl Expl
ECOM.V,Emerge Commerce Ltd.,TSX.V,Business Services
TTGI.V,Turnium Technology Group Inc.,TSX.V,Technology
PEMC.V,Pacific Empire Minerals Corp.,TSX.V,Mining
GURU.TO,GURU Organic Energy Corp.,TSX,Beverage Prod
MUR.V,Murchison Minerals Ltd.,TSX.V,Mining
HAM.V,Highwood Asset Management Ltd.,TSX.V,Oil & Gas
RSS.V,RESAAS Services Inc.,TSX.V,Technology
IN.V,Infield Minerals Corp.,TSX.V,Mining
PINE-UN.V,Pine Trail REIT CAD,TSX.V,Real Estate
DLP.V,DLP Resources Inc,TSX.V,Mining
LFST.V,Lifeist Wellness Inc.,TSX.V,Merchandising
COLL-P.V,COLLINGWOOD RESOURCES CORP,TSX.V,Unclassified
SGC.V,SOLSTICE GOLD CORP,TSX.V,Oil & Gas
SLG.V,San Lorenzo Gold Corp.,TSX.V,Mining
HOM-U.TO,BSR REAL ESTATE INVESTMENT TRUST,TSX,Investment Trust
NOAL.V,NOA Lithium Brines Inc.,TSX.V,Mining
BEEP.V,Geiger Energy Corporation,TSX.V,Mining
SMP.V,Southern Empire Resources Corp.,TSX.V,Mining
STGO.TO,STEPPE GOLD LTD,TSX,Precious Mtl Expl
DEX.V,ALMADEX MINERALS LTD,TSX.V,Oil & Gas
ARGH.V,Argo Corporation,TSX.V,Transportation
WILD.TO,WildBrain Ltd.,TSX,Television Prod/Mkt
XXIX.V,XXIX Metal Corp.,TSX.V,Mining
BWLK.V,Boardwalktech Software Corp.,TSX.V,Technology
TR.V,Troubadour Resources Inc.,TSX.V,Mining
GDV.TO,Global Dividend Growth Split Corp. A,TSX,Investment Company
DFSC.V,DEFSEC Technologies Inc.,TSX.V,Technology
EAU.V,Engineer Gold Mines Ltd.,TSX.V,Mining
AUGC.V,Au Gold Corp.,TSX.V,Mining
ENS.TO,E Split Corp. A,TSX,Mutual Funds
STUV.V,Stuve Gold Corp,TSX.V,Mining
NOW.V,NowVertical Group Inc,TSX.V,Technology
CBLU.V,Clear Blue Technologies International Inc.,TSX.V,Technology
AUMB.V,1911 Gold  Corporation,TSX.V,Oil & Gas
BTCW.V,Bitcoin Well Inc.,TSX.V,Technology
AUEN.V,Golden Sky Minerals Corp. - Class A Shares,TSX.V,Mining
CH.V,Charbone Corporation,TSX.V,Manufacturing
BIG.V,Hercules Metals Corp.,TSX.V,Mining
OTC.V,Ocumetics Technology Corp.,TSX.V,Technology
CSOC-A.V,Canso Select Opportunities Corp. Cl. A M.V.,TSX.V,Financial Services
CSOC-B.V,Canso Select Opportunities Corp. Cl. B S.V.,TSX.V,Financial Services
WGLD.V,Western Gold Exploration Ltd.,TSX.V,Mining
RCR-P.V,Canna 8 Investment Trust,TSX.V,Unclassified
NAQ-P.V,Navigator Acquisition Corp.,TSX.V,Unclassified
VZLA.TO,Vizsla Silver Corp,TSX,Investment Fund
TDG.V,TDG Gold Corp,TSX.V,Mining
SHRP.V,Sherpa II Holdings Corp.,TSX.V,Mining
BMR.V,Battery Mineral Resources Corp,TSX.V,Mining
KAPA.V,KAPA Gold Inc.,TSX.V,Mining
CRI.V,Churchill Resources Inc.,TSX.V,Oil & Gas
TRBE.V,Tribe Property Technologies Inc,TSX.V,Real Estate
REE.V,ReeXploration Inc.,TSX.V,Mining
EMN.V,Euro Manganese Inc.,TSX.V,Mining
KFR.V,Kingfisher Metals Corp.,TSX.V,Mining
KRI.V,Kobo Resources Inc.,TSX.V,Mining
USHA.V,Usha Resources Ltd,TSX.V,Mining
PGLD.V,P2 Gold Inc.,TSX.V,Mining
ADCO.TO,ADCORE INC.,TSX,Advertising Tech
TLC-P.V,TIMELESS CAPITAL CORP,TSX.V,Unclassified
GRN.TO,GREENLANE RENEWABLES INC.,TSX,Renewable Energy
SBIO.V,Sabio Holdings Inc.,TSX.V,Business Services
PTEC.V,Principal Technologies Inc.,TSX.V,Business Services
ALYA.TO,Alithya Group Inc,TSX,Investment Fund
ALDE.V,ALDEBARAN RESOURCES INC,TSX.V,Mining
NAV.V,NAVCO Pharmaceuticals Inc.,TSX.V,Technology
BUZH-P.V,BUZZ CAPITAL 2 INC,TSX.V,Unclassified
VOXR.TO,Vox Royalty Corp.,TSX,Investment Company
GRID.TO,Tantalus Systems Holding Inc,TSX,Elec Power Serv
RBZ.V,Arya Resources Ltd.,TSX.V,Mining
CAC-P.V,"Cinaport Acquisition Corp, III",TSX.V,Unclassified
PINE-U.V,Pine Trail REIT USD,TSX.V,Real Estate
GSPR.V,GSP Resources Corp.,TSX.V,Mining
CERT.V,Cerrado Gold Inc,TSX.V,Mining
MIM.V,MiMedia Holdings Inc.,TSX.V,Technology
CNL.TO,Collective Mining Ltd.,TSX,Mineral Expl & Dev
EGLX.TO,Enthusiast Gaming Holdings Inc.,TSX,Online Gaming Opers
ADY.V,Adyton Resources Corporation,TSX.V,Mining
EML.V,Electric Metals (USA) Limited,TSX.V,Mining
CRDL.TO,Cardiol Therapeutics Inc.,TSX,Pharm Prod & Dstr
MACK.V,Mackay Gold & Silver Corp.,TSX.V,Mining
FFOX.V,Firefox Gold Corp.,TSX.V,Mining
WISH.V,Wishpond Technologies Ltd.,TSX.V,Technology
CYG.V,Cygnus Metals Limited,TSX.V,Mining
BGF.V,Beauce Gold Fields Inc.,TSX.V,Mining
PLUR.V,Plurilock Security Inc.,TSX.V,Technology
NURS.V,Hydreight Technologies Inc.,TSX.V,Technology
BPAG.V,BP Silver Corp.,TSX.V,Mining
MRVL.V,Marvel Biosciences Corp.,TSX.V,Technology
ESPN.V,Hispania Resources Inc.,TSX.V,Mining
LSPD.TO,Lightspeed Commerce Inc.,TSX,E-Commerce Software
ALAB-P.V,A-Labs Capital II Corp.,TSX.V,Unclassified
GMG.V,Graphene Manufacturing Group Ltd.,TSX.V,Manufacturing
SPMC.V,South Pacific Metals Corp.,TSX.V,Mining
ESAF.V,Syntholene Energy Corp.,TSX.V,Technology
ASTN-P.V,Auston Capital Corp.,TSX.V,Unclassified
SBMI.V,Silver Bullet Mines Inc,TSX.V,Mining
HPM.V,Halcones Precious Metals Corp.,TSX.V,Mining
SUN.V,Stardust Solar Energy Inc.,TSX.V,Real Estate
CHS.V,Comprehensive Healthcare Systems Inc.,TSX.V,Technology
TBIX.V,TrustBIX Inc.,TSX.V,Technology
HANS.V,Hanstone Gold Corp.,TSX.V,Mining
NOVA.V,EraNova Metals Inc.,TSX.V,Mining
CSTL-P.V,CASTLECAP CAPITAL INC.,TSX.V,Unclassified
VITA.V,Vitalist Inc.,TSX.V,Technology
CWEB.TO,"Charlotte's Web Holdings, Inc.",TSX,Cannabis Prod/Mkt
XCAP-P.V,Exelerate Capital Corp.,TSX.V,Unclassified
HOM-UN.TO,BSR REAL ESTATE INVESTMENT TRUST CAD,TSX,Investment Trust
APM.TO,Andean Precious Metals Corp,TSX,Mining Company
MOGL.V,Mogul Mountain Ventures Corporation,TSX.V,Mining
APLI.TO,Appili Therapeutics Inc.,TSX,Pharmaceutical
APMI.V,Apogee Minerals Ltd.,TSX.V,Mining
EAGR.TO,East Side Games Group Inc.,TSX,Technology
KEEL.TO,Keel Infrastructure Corp,TSX,Bitcoin Mining
TTI.V,Thiogenesis Therapeutics Corp.,TSX.V,Technology
AVCN.TO,Avicanna Inc.,TSX,Cannabis Biotech/Prod
SPRQ.V,SPARQ Systems Inc.,TSX.V,Technology
GPS.V,Great Plains Metals Corp.,TSX.V,Mining
NGEX.TO,NGEx Minerals Ltd.,TSX,Mineral Exploration
KLD.V,Kenorland Minerals Ltd,TSX.V,Mining
OAM.V,OverActive Media Corp,TSX.V,Hospitality & Entertainment
DGC.V,Daura Gold Corp.,TSX.V,Mining
IVQ.TO,Invesque Inc. CAD,TSX,Healthcare Facility
SHK-P.V,Sparrowhawk Opportunity Corp.,TSX.V,Unclassified
ARTG.V,Artemis Gold Inc.,TSX.V,Mining
EVER.V,Evergold Corp.,TSX.V,Mining
DCBO.TO,Docebo Inc.,TSX,Education/Info Tech
INIK.V,Ionik Corporation,TSX.V,Technology
GMIN.TO,G Mining Ventures Corp,TSX,Mineral Expl & Dev
REBL-P.V,Genesis Acquisition Corp.,TSX.V,Unclassified
MLO.V,Metalero Mining Corp.,TSX.V,Mining
NKL.V,Nickel 28 Capital Corp,TSX.V,Financial Services
TECT.V,Tectonic Metals Inc.,TSX.V,Mining
KCP.V,King Copper Discovery Corp.,TSX.V,Mining
TINY.TO,Tiny Ltd.,TSX,Investment Fund
ATLE.V,Atlas Energy Corp,TSX.V,Real Estate
NPTH.V,NeuPath Health Inc.,TSX.V,Medical & Health Care
TMET.V,Torr Metals Inc.,TSX.V,Mining
ABA.V,Abasca Resources Inc.,TSX.V,Mining
PTFY.V,Plantify Foods Inc.,TSX.V,Technology
GGAU.V,Galactic Gold Corp.,TSX.V,Mining
RKV.V,Rakovina Therapeutics Inc.,TSX.V,Technology
CTRL.V,Edge Total Intelligence Inc.,TSX.V,Technology
CNC.V,Canada Nickel Company Inc.,TSX.V,Mining
KALO.V,Kalo Gold Corp,TSX.V,Mining
GFL.TO,GFL Environmental Inc. W.I.,TSX,Environmental Serv
ZENI-P.V,Zenith Capital Corporation,TSX.V,Unclassified
BLTC-P.V,Baltic I Acquisition Corp.,TSX.V,Unclassified
ESBL.V,Eshbal Functional Food Inc.,TSX.V,Manufacturing
BIPC.TO,Brookfield Infrastructure Corporation A Exch,TSX,Gas Transmissions
MOO.V,Moon River Moly Ltd.,TSX.V,Mining
GPAC.V,Great Pacific Gold Corp.,TSX.V,Mining
STND.V,Standard Uranium Ltd.,TSX.V,Mining
FREQ.V,Frequency Exchange Corp.,TSX.V,Technology
NEXE.V,Nexe Innovations Inc,TSX.V,Technology
BNK.TO,Big Banc Split Corp.,TSX,Investment Fund
ZBNI.V,ZEB Nickel Corp,TSX.V,Mining
TORC.V,TINONE RESOURCES INC.,TSX.V,Mining
SLS.TO,Solaris Resources Inc.,TSX,Metal Expl & Dev
GENM.TO,Generation Mining Limited,TSX,Mineral Expl & Dev
DND.TO,Dye & Durham Limited,TSX,Software Dev/Mkt
BEPC.TO,Brookfield Renewable Corporation A Exch,TSX,Hydro-Elect Power
RIWI.V,RIWI Corp.,TSX.V,Technology
NFGC.TO,New Found Gold Corp.,TSX,Mining
RDG.V,Ridgeline Minerals Corp.,TSX.V,Mining
SIH-UN.TO,Sustainable Innovation & Health Dividend Fund,TSX,Investment Fund
VAL-P.V,Valencia Capital Inc.,TSX.V,Unclassified
PEAK.V,Sun Peak Metals Corp.,TSX.V,Mining
CAPT.V,Capitan Silver Corp.,TSX.V,Mining
ALTN.V,Aeonian Resources Corp.,TSX.V,Mining
MAR-UN.V,Marwest Apartment REIT,TSX.V,Real Estate
ROMJ.V,Rubicon Organics Inc.,TSX.V,Manufacturing
MHC-U.TO,Flagship Communities Real Estate Investment Trust USD,TSX,Investment Trust
TSK.TO,Talisker Resources Ltd.,TSX,Mineral Expl & Dev
EPF.V,Everyday People Financial Corp.,TSX.V,Business Services
TPZ.TO,Topaz Energy Corp,TSX,Investment Company
QBTC.TO,The Bitcoin Fund Class A units,TSX,Digital Currency
MAU.TO,MONTAGE GOLD CORP,TSX,Metals Exploration
BILD.V,BuildDirect.com Technologies Inc.,TSX.V,Technology
KDSX.V,Kadestone Capital Corp.,TSX.V,Real Estate
PVT.V,Pivotree Inc.,TSX.V,Technology
NRR-UN.TO,Northview Residential REIT,TSX,Investment Fund
HMCC-P.V,HIGH MOUNTAIN 2 CAPITAL CORPORATION,TSX.V,Unclassified
RS.TO,Real Estate Split Corp.,TSX,Investment Company
HITI.V,High Tide Inc.,TSX.V,Manufacturing
AIME-P.V,AIM5 Ventures Inc.,TSX.V,Unclassified
AURO.V,Auro Metals Inc.,TSX.V,Mining
ECU.V,Element 29 Resources Inc.,TSX.V,Mining
QETH-U.TO,The Ether Fund Class A Units USD,TSX,Investment Fund
ICGH.V,IC Group Holdings Inc.,TSX.V,Technology
JAB-P.V,Jabbo Capital Corp.,TSX.V,Unclassified
HAI.TO,Haivision Systems Inc.,TSX,Video Stream Infras
EMPR.V,Empress Royalty Corp.,TSX.V,Mining
AIDX.TO,HealWELL AI Inc.,TSX,Healthcare Services
QETH-UN.TO,The Ether Fund Class A units,TSX,Investment Fund
KITS.TO,Kits Eyecare Ltd.,TSX,Digital Optical Serv
TNGD.V,Tiernan Gold Corp.,TSX.V,Mining
TOI.V,Topicus.com Inc.,TSX.V,Technology
LVX.V,Leviathan Metals Corp.,TSX.V,Mining
DHT-UN.TO,DRI Healthcare Trust,TSX,Investment Trust
DHT-U.TO,DRI Healthcare Trust USD,TSX,Investment Trust
EDY.V,Eddy Smart Home Solutions Ltd.,TSX.V,Technology
AROW-P.V,FOUR ARROWS CAPITAL CORP,TSX.V,Unclassified
ZAC.V,Zacatecas Silver Corp.,TSX.V,Mining
BAMI.TO,Blue Ant Media Corporation,TSX,Film Prod & Dstr
FDR.V,Founders Metals Inc,TSX.V,Mining
SPC.V,SPC Nickel Corp.,TSX.V,Mining
